fila_test,id_objeto,clase,prediccion_rf,mal_clasificado_rf,es_clase_dificil,score_isolation_forest,score_lof,rank_if,rank_lof,top_if,top_lof,candidato_fuerte,candidato_interesante
1724,CSS_J081013.4-021432,EA,EA,False,False,0.5789255500972771,1.2962621763321736,179,529,False,False,False,False
1725,CSS_J034511.7+132557,EW,EW,False,False,0.3729187368824111,0.9977902039418295,6091,6886,False,False,False,False
1726,CSS_J211519.3+144821,EW,EW,False,False,0.3699199771339559,1.0155356028993503,6405,5766,False,False,False,False
1727,CSS_J160659.9+132343,EW,EW,False,False,0.39660373061071713,0.976953515353072,3740,7847,False,False,False,False
1728,CSS_J223019.4+245022,EA,EA,False,False,0.44491925540024196,0.9815212418591026,1559,7735,False,False,False,False
1729,CSS_J035121.2+122459,EW,EW,False,False,0.36411561076154036,1.125830394238529,7009,1967,False,False,False,False
1730,CSS_J213132.2+155221,EA,EA,False,False,0.4913827073495823,1.2033065742742766,664,1045,False,False,False,False
1731,CSS_J093151.1+171505,LPV,LPV,False,False,0.7443761002910211,1.2775363847191534,15,598,True,False,False,False
1732,CSS_J035859.1+203822,EW,EW,False,False,0.37772726921453886,0.9921145061648291,5500,7195,False,False,False,False
1733,CSS_J080231.4+321623,EW,EW,False,False,0.381785863448831,1.0054360428070208,5094,6426,False,False,False,False
1734,CSS_J082613.8+232505,EA,EA,False,False,0.42567479175214074,0.992211449172855,2181,7190,False,False,False,False
1735,CSS_J233137.4+380648,EW,EA,True,False,0.48740635256052667,1.0019726147384964,716,6646,False,False,False,False
1736,CSS_J211159.7-060026,EW,EW,False,False,0.3657316378188094,1.209355802065798,6847,993,False,False,False,False
1737,CSS_J123953.5+583957,RRab,RRc,True,False,0.4014824194116911,1.1242177645309521,3382,1994,False,False,False,False
1738,CSS_J120750.2-062321,EW,EW,False,False,0.39625900247329987,1.2318313080691914,3764,825,False,False,False,False
1739,CSS_J105627.6+392320,EW,EW,False,False,0.36101120061676756,0.9928203204256303,7320,7152,False,False,False,False
1740,CSS_J080634.2+145706,EW,EW,False,False,0.39762729116191425,1.0625222774418035,3672,3569,False,False,False,False
1741,CSS_J025314.3+281121,RRc,EW,True,False,0.374604252633756,1.0202777614457001,5892,5492,False,False,False,False
1742,CSS_J225858.5+032842,EW,EW,False,False,0.3732577162396111,1.105616988500628,6051,2366,False,False,False,False
1743,CSS_J223002.7+330331,RS CVn,EW,True,True,0.46054549544729284,1.315547144389172,1194,449,False,False,False,False
1744,CSS_J080441.2+212420,EW,EW,False,False,0.6454027022719598,1.4144881105582754,85,243,True,False,False,False
1745,CSS_J115948.3-062410,EW,EW,False,False,0.38527879199909304,1.1953965989135935,4742,1095,False,False,False,False
1746,CSS_J144812.5+003612,RRab,RRab,False,False,0.455936297224536,0.9986592037687403,1301,6839,False,False,False,False
1747,CSS_J173716.3+341815,EW,EW,False,False,0.4274936668293923,0.9718092492040507,2096,7934,False,False,False,False
1748,CSS_J213309.7+213924,RRc,RRc,False,False,0.39027393561740564,1.1692123209064398,4299,1352,False,False,False,False
1749,CSS_J091038.0+231053,RRc,EW,True,False,0.3725081295446985,1.1690880557592391,6136,1355,False,False,False,False
1750,CSS_J145321.6+533222,RRab,RRab,False,False,0.43070923024255986,0.9800350703435685,1988,7770,False,False,False,False
1751,CSS_J235454.3+413634,EW,EW,False,False,0.36889579887235474,0.9745168626821098,6508,7890,False,False,False,False
1752,CSS_J215917.4+195629,EW,EW,False,False,0.47640223184205716,1.024676470947026,901,5254,False,False,False,False
1753,CSS_J231518.3-081021,EW,EW,False,False,0.39893455495145863,1.074578847968234,3581,3159,False,False,False,False
1754,CSS_J100526.5-192224,RRab,RRc,True,False,0.43947669659749317,1.2644174729910358,1704,660,False,False,False,False
1755,CSS_J223313.8-080341,EW,EW,False,False,0.3925879786852647,1.0601255528450102,4083,3647,False,False,False,False
1756,CSS_J102741.4-143635,RRab,RRab,False,False,0.44309039306483167,1.004514312887805,1592,6480,False,False,False,False
1757,CSS_J090452.6+202454,EA,EW,True,False,0.41380707938139,1.0733174172109023,2692,3196,False,False,False,False
1758,CSS_J035507.9+224631,RRab,RRab,False,False,0.5620394399628621,1.1887532784873263,222,1144,False,False,False,False
1759,CSS_J111116.9+332539,RRab,RRab,False,False,0.43717722958136157,1.1119046435760551,1781,2236,False,False,False,False
1760,CSS_J041759.7+311518,EW,EW,False,False,0.4352216233865656,1.0049643530871415,1846,6451,False,False,False,False
1761,CSS_J082045.1+003521,RRc,EW,True,False,0.36519131513429987,1.0241129920401835,6916,5285,False,False,False,False
1762,CSS_J172316.7+120551,EW,EW,False,False,0.49622265248548364,1.0532675185131244,600,3911,False,False,False,False
1763,CSS_J091526.0+051459,EA,EA,False,False,0.5075401210273341,1.0078526871214188,493,6267,False,False,False,False
1764,CSS_J082826.9+572907,EW,EW,False,False,0.4236675289418041,1.1326131080676671,2258,1854,False,False,False,False
1765,CSS_J065224.1+434810,EW,EW,False,False,0.39118697569576055,0.9703319156552755,4220,7958,False,False,False,False
1766,CSS_J180457.9+352656,EW,EW,False,False,0.4047232381657866,1.0167748451527194,3183,5704,False,False,False,False
1767,CSS_J043138.0+375916,EW,EW,False,False,0.3532723591577879,1.0239493011893905,7902,5295,False,False,False,False
1768,CSS_J044429.0+322024,EW,EA,True,False,0.4512619315826487,1.0424815993670182,1391,4396,False,False,False,False
1769,CSS_J091955.0+445659,EW,EW,False,False,0.42859048266622746,1.0392665108944066,2051,4529,False,False,False,False
1770,CSS_J025503.5+225523,EW,EW,False,False,0.3608370024936728,1.0068119471150125,7341,6333,False,False,False,False
1771,CSS_J053925.7+020444,EA,EA,False,False,0.4553402484581002,1.0138222640263965,1312,5877,False,False,False,False
1772,CSS_J064109.1+415205,EW,EW,False,False,0.3968673436207751,1.0054323666100928,3723,6427,False,False,False,False
1773,CSS_J024236.5+234607,EW,RRc,True,False,0.40142880297238914,1.0714689537962854,3389,3247,False,False,False,False
1774,CSS_J002323.7+263115,EW,EW,False,False,0.651035763031283,1.0211129370051983,83,5452,True,False,False,False
1775,CSS_J055044.3-125631,EW,EW,False,False,0.38329443812978387,1.0116593290132676,4944,6018,False,False,False,False
1776,CSS_J111145.2-111622,EA,EA,False,False,0.4183397045842371,1.0311782952593902,2478,4918,False,False,False,False
1777,CSS_J015748.5+355034,EW,EW,False,False,0.4198091512085829,1.0324763387381952,2417,4851,False,False,False,False
1778,CSS_J162903.5+025451,EW,EW,False,False,0.3924842760090587,1.171120122880267,4097,1329,False,False,False,False
1779,CSS_J165738.7+223725,EW,EW,False,False,0.35890787064983537,1.0798407517173114,7522,3007,False,False,False,False
1780,CSS_J075157.4+243738,RRab,RRab,False,False,0.5198627529546036,1.16481699886454,400,1416,False,False,False,False
1781,CSS_J201543.3-095655,EW,RRab,True,False,0.4519438708294555,1.3534194970929554,1377,349,False,False,False,False
1782,CSS_J042839.2-033958,EW,EW,False,False,0.3859315598058138,1.0147407226273413,4679,5818,False,False,False,False
1783,CSS_J210558.4+085313,EW,EW,False,False,0.48323090845785555,1.219056534710273,786,913,False,False,False,False
1784,CSS_J165356.5+061250,EW,EW,False,False,0.37339487994605686,1.2296699377433113,6034,836,False,False,False,False
1785,CSS_J174417.9+321015,EW,EW,False,False,0.38073701883481054,1.0056514425181013,5222,6411,False,False,False,False
1786,CSS_J030457.1+164817,EW,EW,False,False,0.3734259466114222,0.9817475827158113,6030,7726,False,False,False,False
1787,CSS_J051331.5+002145,EW,EW,False,False,0.37713980360716326,1.0039739032637698,5569,6516,False,False,False,False
1788,CSS_J214201.4+203204,EW,EW,False,False,0.3582517379416653,0.9705090491623173,7574,7953,False,False,False,False
1789,CSS_J075953.1+604641,EW,EW,False,False,0.3805452184840433,0.996730329045201,5238,6932,False,False,False,False
1790,CSS_J221308.6+251253,EW,EW,False,False,0.4783397878144679,1.1263765790095568,865,1957,False,False,False,False
1791,CSS_J124115.1-023146,EW,EW,False,False,0.3573985697731663,1.11972261342255,7625,2082,False,False,False,False
1792,CSS_J230628.0+334009,EW,EW,False,False,0.37552154155287576,1.0038092614391272,5757,6530,False,False,False,False
1793,CSS_J210806.9+161812,EW,EW,False,False,0.37423357641396476,1.0895439383690086,5935,2743,False,False,False,False
1794,CSS_J010646.1-130315,EW,RRc,True,False,0.39338958241151667,1.0693069909669037,4001,3326,False,False,False,False
1795,CSS_J154355.7-083036,RRc,RRc,False,False,0.3809684008928261,1.0431439125155426,5195,4360,False,False,False,False
1796,CSS_J040605.2+275847,EW,EW,False,False,0.3948992701834945,0.9582195480873148,3875,8000,False,False,False,False
1797,CSS_J221206.4+213719,EA,EA,False,False,0.6033642494132524,1.1498245086973846,128,1603,True,False,False,False
1798,CSS_J173753.4+370212,EW,EW,False,False,0.38601520116904164,1.0794299299944643,4673,3021,False,False,False,False
1799,CSS_J010557.5+411554,EW,EW,False,False,0.3828678776315975,0.9873114595338774,4978,7464,False,False,False,False
1800,CSS_J070420.3+492920,EW,EW,False,False,0.3523786149577045,0.9879862735340117,7945,7428,False,False,False,False
1801,CSS_J215054.7-011748,EA,EA,False,False,0.4577655747534702,1.0233166011865482,1257,5321,False,False,False,False
1802,CSS_J220300.4-062154,RRab,RRab,False,False,0.4394439699294913,1.0150448834296633,1705,5794,False,False,False,False
1803,CSS_J072854.8+371115,EW,EW,False,False,0.3762803534679133,0.9745200876568554,5677,7889,False,False,False,False
1804,CSS_J172751.9+541518,EW,EW,False,False,0.396019835242987,1.3472614991004046,3793,365,False,False,False,False
1805,CSS_J070940.9+564348,EW,EW,False,False,0.45064059229817455,1.1052026472002203,1403,2373,False,False,False,False
1806,CSS_J220439.8-071133,LPV,LPV,False,False,0.669474905060373,1.031278648650265,63,4914,True,False,False,False
1807,CSS_J122126.4+092037,EW,EW,False,False,0.37095898806264443,1.0193928279470683,6303,5536,False,False,False,False
1808,CSS_J145113.7+345850,RRc,RRc,False,False,0.3632108003729197,1.1628427479828907,7099,1440,False,False,False,False
1809,CSS_J160507.1+254500,RRc,RRc,False,False,0.3841826204568957,1.004116654629239,4849,6507,False,False,False,False
1810,CSS_J091220.0+070145,EW,EW,False,False,0.41589175837729503,1.0220116700325428,2592,5393,False,False,False,False
1811,CSS_J173443.5+262550,EW,EW,False,False,0.3693441588652818,1.0362709730253328,6469,4667,False,False,False,False
1812,CSS_J203006.8-085954,EW,EW,False,False,0.36874334525064273,1.012372634170376,6525,5959,False,False,False,False
1813,CSS_J033819.1+231625,EW,EW,False,False,0.4328674721076378,0.9897693305355733,1923,7328,False,False,False,False
1814,CSS_J002816.5+381908,RS CVn,EW,True,True,0.4090242297961963,1.0899193166268524,2944,2723,False,False,False,False
1815,CSS_J154900.4+021254,EW,EW,False,False,0.3655723408123234,1.0523747223972864,6873,3965,False,False,False,False
1816,CSS_J170913.5+374038,EW,EW,False,False,0.3708666847633579,1.5629903949020743,6318,91,False,True,False,False
1817,CSS_J092222.2+194727,RRc,RRc,False,False,0.40574053236140967,1.0308554671603087,3114,4934,False,False,False,False
1818,CSS_J083649.5+155600,RRc,EW,True,False,0.37869892750153045,1.241777830972205,5408,778,False,False,False,False
1819,CSS_J175148.5+263849,LPV,LPV,False,False,0.7331840914222731,1.0665077715892124,21,3429,True,False,False,False
1820,CSS_J160712.0-014521,RRab,RRab,False,False,0.4545926179441367,1.039941689967109,1326,4498,False,False,False,False
1821,CSS_J155113.4-181530,RRab,RRc,True,False,0.35911238252448185,1.1144339377093548,7507,2188,False,False,False,False
1822,CSS_J045310.7+292354,EW,EW,False,False,0.36208150273458484,0.9897504856754905,7220,7329,False,False,False,False
1823,CSS_J154934.0+185228,EW,EW,False,False,0.48524318175737335,1.206826477095337,756,1012,False,False,False,False
1824,CSS_J165435.7+655131,RRc,RRc,False,False,0.3945120662636,1.0150281180828615,3908,5795,False,False,False,False
1825,CSS_J225324.6-011404,EW,EW,False,False,0.3809007683789667,1.0701380735813686,5205,3295,False,False,False,False
1826,CSS_J035506.5+362408,EW,EW,False,False,0.39125518572207835,1.0129269289761047,4213,5925,False,False,False,False
1827,CSS_J010847.2-155429,RRc,RRc,False,False,0.4056120548106175,1.1121162315448854,3120,2228,False,False,False,False
1828,CSS_J123544.9+244853,RRc,RRc,False,False,0.4006464546987641,1.245663341728967,3446,752,False,False,False,False
1829,CSS_J045516.9+175506,EA,EA,False,False,0.5171419501441985,1.1161697714549552,406,2151,False,False,False,False
1830,CSS_J221741.4+095025,EW,EW,False,False,0.43840195941546906,1.1035435048051117,1737,2407,False,False,False,False
1831,CSS_J025428.8+114527,EW,EW,False,False,0.3908424099563198,1.0706795991542555,4243,3279,False,False,False,False
1832,CSS_J214851.2+002427,RS CVn,RS CVn,False,True,0.42534545870460305,1.0837668392385345,2190,2888,False,False,False,False
1833,CSS_J032222.2+365634,EW,EW,False,False,0.4101759726536682,1.1969200342219648,2886,1083,False,False,False,False
1834,CSS_J232750.8+424403,EW,EW,False,False,0.3713637788784456,0.9906114657962659,6259,7284,False,False,False,False
1835,CSS_J045445.7-013331,EA,EA,False,False,0.5391205216084993,1.079885783973776,311,3005,False,False,False,False
1836,CSS_J232939.5-101805,EW,EW,False,False,0.46596319905567146,1.3197539031826846,1089,436,False,False,False,False
1837,CSS_J230312.3+341714,EW,EW,False,False,0.3775176539294988,1.058725048203335,5526,3702,False,False,False,False
1838,CSS_J101436.8-095639,RRc,RRc,False,False,0.40811433787379225,1.2300900148594112,2996,835,False,False,False,False
1839,CSS_J042206.4+080133,EW,EW,False,False,0.38521262220526403,1.059009963332365,4750,3689,False,False,False,False
1840,CSS_J082307.3+224249,EW,EW,False,False,0.3687582029804238,0.9966712611935545,6522,6938,False,False,False,False
1841,CSS_J041252.1-182702,EA,EA,False,False,0.5254715633838174,1.0171164633196788,374,5687,False,False,False,False
1842,CSS_J133931.3+035140,LPV,LPV,False,False,0.7046364064982072,1.1196790942218697,38,2083,True,False,False,False
1843,CSS_J022742.5+044402,EW,EW,False,False,0.38552886421441973,1.016780400409135,4713,5702,False,False,False,False
1844,CSS_J052418.6-012154,EW,EW,False,False,0.5367704617082169,1.4806709633264004,319,158,False,True,False,False
1845,CSS_J075040.5+132310,EW,EW,False,False,0.40176866376679865,1.0789856709755994,3365,3038,False,False,False,False
1846,CSS_J004320.6+022240,RRc,RRc,False,False,0.38967749990303746,1.0002455413595368,4355,6749,False,False,False,False
1847,CSS_J112049.2+471856,EA,EA,False,False,0.47892361756829055,1.0291727915591262,854,5010,False,False,False,False
1848,CSS_J222132.2+325234,EW,EW,False,False,0.36673158297118635,1.052564920544859,6742,3952,False,False,False,False
1849,CSS_J172130.5+420835,RS CVn,EW,True,True,0.4577474587881073,1.0418697310395608,1258,4425,False,False,False,False
1850,CSS_J110743.0+111510,RRc,RRc,False,False,0.4113416017445951,1.0835496048358562,2836,2892,False,False,False,False
1851,CSS_J170438.6+232700,RRab,RRab,False,False,0.3907246609403875,1.0633544082510675,4251,3536,False,False,False,False
1852,CSS_J111320.0-115406,EA,EW,True,False,0.391534543912003,1.057821630587601,4183,3734,False,False,False,False
1853,CSS_J044105.9+280007,EW,EW,False,False,0.41649407286095547,1.0065240132738853,2563,6350,False,False,False,False
1854,CSS_J000518.7+420822,EW,EW,False,False,0.36453326767744004,1.0101976002154227,6972,6105,False,False,False,False
1855,CSS_J101902.2+560804,RRab,RRab,False,False,0.42088671317491944,1.2646985777111714,2369,657,False,False,False,False
1856,CSS_J163547.5+031849,RRc,RRc,False,False,0.3801858943469059,1.0149205222879916,5266,5802,False,False,False,False
1857,CSS_J030952.8+291410,EW,EW,False,False,0.36273979530821704,0.9784243876675953,7154,7824,False,False,False,False
1858,CSS_J030117.6+324908,EW,EW,False,False,0.3527738990290631,1.0080247028479141,7930,6252,False,False,False,False
1859,CSS_J181405.1+340752,EW,EW,False,False,0.39277183437206015,1.0960025614106084,4067,2588,False,False,False,False
1860,CSS_J014715.4+211203,EW,EW,False,False,0.3880403890195848,1.0972504347224237,4498,2563,False,False,False,False
1861,CSS_J141827.7-113444,EA,EW,True,False,0.45161359458150624,1.353663732802326,1382,348,False,False,False,False
1862,CSS_J132532.7+164942,RRc,RRc,False,False,0.39161791285656306,1.0985276851595465,4175,2534,False,False,False,False
1863,CSS_J160658.4+021404,EW,EW,False,False,0.41534822310155334,1.0568166753149615,2618,3778,False,False,False,False
1864,CSS_J173323.1+203242,EA,EA,False,False,0.44897994045779477,1.0995710458938475,1439,2510,False,False,False,False
1865,CSS_J212125.7-074451,EW,EW,False,False,0.4323045465100163,1.177491725808503,1936,1262,False,False,False,False
1866,CSS_J004729.7+153209,EW,EW,False,False,0.36019385407536003,0.9754400962730644,7400,7874,False,False,False,False
1867,CSS_J205759.9+060330,RRc,RRc,False,False,0.3680215876786411,1.0650760622735895,6611,3479,False,False,False,False
1868,CSS_J235905.0+385227,EW,EW,False,False,0.3535616198028083,1.007910801984299,7881,6260,False,False,False,False
1869,CSS_J070054.8+445512,RS CVn,EW,True,True,0.4659937321016494,1.5254333538001963,1088,113,False,True,False,False
1870,CSS_J093554.9+240550,EW,EW,False,False,0.3637771188505889,0.9872865992762424,7047,7466,False,False,False,False
1871,CSS_J124746.2+201548,RRc,RRc,False,False,0.35589000772362545,1.040401588972221,7734,4478,False,False,False,False
1872,CSS_J150736.0+100502,RRc,RRc,False,False,0.36848798614539213,1.259852036000161,6553,687,False,False,False,False
1873,CSS_J051541.8-111051,RS CVn,EW,True,True,0.37767164035416284,1.477612115113191,5504,163,False,False,False,False
1874,CSS_J230900.4+371512,EW,EW,False,False,0.350887253992454,1.024113291955039,7986,5284,False,False,False,False
1875,CSS_J124230.4+305524,EW,EW,False,False,0.35473611621284096,1.07698448799762,7811,3099,False,False,False,False
1876,CSS_J032702.0+382328,EW,EW,False,False,0.36872929707961843,1.0443789056305657,6528,4310,False,False,False,False
1877,CSS_J010742.1+242442,EA,EA,False,False,0.47395521704565974,1.0049453485865354,940,6452,False,False,False,False
1878,CSS_J020001.6+330339,EW,EW,False,False,0.3613511194930177,1.0484829799159563,7286,4112,False,False,False,False
1879,CSS_J233953.2+252422,EW,EW,False,False,0.3893184272077379,1.0229269249010113,4391,5342,False,False,False,False
1880,CSS_J034703.1+282208,EW,EW,False,False,0.3748536911571121,0.9969076723065908,5854,6920,False,False,False,False
1881,CSS_J144803.6+092856,EA,EW,True,False,0.46205569827109244,1.085968943188278,1164,2833,False,False,False,False
1882,CSS_J141610.7+495751,EW,EW,False,False,0.37758482480721445,1.0064143191622423,5515,6358,False,False,False,False
1883,CSS_J082832.4-041507,EW,EW,False,False,0.398951215579411,1.1488953096948056,3577,1618,False,False,False,False
1884,CSS_J213800.3-151517,EW,RRc,True,False,0.4137742641061659,1.0482444086784224,2698,4126,False,False,False,False
1885,CSS_J010408.6+253857,EW,EW,False,False,0.4224268037187671,1.1447306325544757,2299,1671,False,False,False,False
1886,CSS_J124126.9+314148,EW,EW,False,False,0.3601874622423893,1.0290203002928544,7402,5015,False,False,False,False
1887,CSS_J092850.5+420026,EW,EA,True,False,0.4477442101192727,1.0349240669882411,1479,4727,False,False,False,False
1888,CSS_J163408.9+262105,EW,EW,False,False,0.3697941653797914,0.9808969056594219,6416,7745,False,False,False,False
1889,CSS_J092710.7-012646,EW,EA,True,False,0.42018654720284515,0.997829749215519,2398,6883,False,False,False,False
1890,CSS_J135720.3+371455,EW,EW,False,False,0.3747429220694952,0.9749235856126445,5870,7885,False,False,False,False
1891,CSS_J211858.4+010023,EW,EW,False,False,0.3978879704789552,1.025576134491725,3648,5209,False,False,False,False
1892,CSS_J170250.9-052236,RRab,RRc,True,False,0.4930590669354974,1.0463878859362667,640,4214,False,False,False,False
1893,CSS_J164133.7+210918,RRc,RRc,False,False,0.3689695856495169,0.9604015284939109,6503,7997,False,False,False,False
1894,CSS_J092422.3+022940,EW,EW,False,False,0.3960984789083195,1.33244003774959,3780,403,False,False,False,False
1895,CSS_J074817.1+102910,EW,EW,False,False,0.3805217832576431,1.0222942473076,5240,5381,False,False,False,False
1896,CSS_J092431.5+492258,RRc,RRc,False,False,0.4595877349270758,1.0684666066777853,1213,3355,False,False,False,False
1897,CSS_J092651.1+261431,EW,EW,False,False,0.46541366277370183,1.260263950127284,1098,683,False,False,False,False
1898,CSS_J113258.3-115728,RRc,RRc,False,False,0.37904824044316615,1.074090252507986,5381,3173,False,False,False,False
1899,CSS_J091109.0+241404,EW,EW,False,False,0.44802333861555227,1.1015519306599797,1473,2457,False,False,False,False
1900,CSS_J095206.5-042703,EW,EW,False,False,0.38980795527073653,1.136972145066599,4345,1781,False,False,False,False
1901,CSS_J051711.6+162244,EW,EW,False,False,0.38951744340713185,1.1440533797288857,4371,1683,False,False,False,False
1902,CSS_J224828.6-015159,EW,EW,False,False,0.3543735380729404,1.0174310265601754,7829,5671,False,False,False,False
1903,CSS_J165922.3+481018,EW,EW,False,False,0.36813222895235304,0.9960205982197742,6599,6977,False,False,False,False
1904,CSS_J080555.2+410636,EA,EA,False,False,0.41719864155427305,0.9919853163304941,2529,7209,False,False,False,False
1905,CSS_J080940.3+453357,EW,EW,False,False,0.37184098799173454,1.0595567527021659,6212,3672,False,False,False,False
1906,CSS_J091657.4-152254,EW,EW,False,False,0.4272190618277337,1.1665674498220877,2104,1389,False,False,False,False
1907,CSS_J052210.4-143218,EW,EW,False,False,0.401183923277448,1.030606545868808,3408,4950,False,False,False,False
1908,CSS_J060117.6-120156,EW,EW,False,False,0.3782294403409616,1.1185046383390596,5452,2105,False,False,False,False
1909,CSS_J025002.3+340740,EA,EA,False,False,0.41856414446694795,1.0218285834565086,2470,5400,False,False,False,False
1910,CSS_J205418.3+050618,EW,EW,False,False,0.36294501625610226,1.042551047866166,7130,4393,False,False,False,False
1911,CSS_J175239.1+480801,RRc,EW,True,False,0.3814392845800569,0.9763182595581996,5130,7860,False,False,False,False
1912,CSS_J105029.1+384631,EW,EW,False,False,0.37565372404311836,1.039337184998752,5741,4527,False,False,False,False
1913,CSS_J090131.9+011431,EW,EW,False,False,0.3788836126691546,0.9897412387594301,5394,7332,False,False,False,False
1914,CSS_J150618.9+014158,RRc,RRab,True,False,0.5552573481673104,1.0092144538919612,233,6168,False,False,False,False
1915,CSS_J070904.8+574419,EA,EA,False,False,0.4675680117145563,1.0232118943444346,1058,5326,False,False,False,False
1916,CSS_J075953.2+124831,EW,EW,False,False,0.3962289856884409,1.02843810897743,3771,5055,False,False,False,False
1917,CSS_J172921.1+181159,EA,EA,False,False,0.4959169967183446,1.1049847351565896,604,2376,False,False,False,False
1918,CSS_J161532.6+244037,RRd,EW,True,True,0.36533187857916943,1.0381875040529593,6900,4577,False,False,False,False
1919,CSS_J081703.9-043345,EA,EA,False,False,0.48323938344879835,1.1194626828839263,785,2090,False,False,False,False
1920,CSS_J164644.2+260927,RRc,EW,True,False,0.42057975310010953,1.1024440697776088,2380,2435,False,False,False,False
1921,CSS_J164924.5+180037,EW,EW,False,False,0.5336772758824015,1.3235852578059841,329,428,False,False,False,False
1922,CSS_J165503.3+134754,EA,EA,False,False,0.41759136308504263,0.9804975775209248,2509,7756,False,False,False,False
1923,CSS_J041633.5+223927,EW,EW,False,False,0.3751059284146084,1.0379682153439866,5821,4588,False,False,False,False
1924,CSS_J014305.2+000200,EW,EW,False,False,0.4271680179585158,1.0281331682327142,2111,5067,False,False,False,False
1925,CSS_J203518.4-032636,EW,EW,False,False,0.36635822908475113,0.9919908731497367,6783,7206,False,False,False,False
1926,CSS_J034621.7-124307,EA,EA,False,False,0.5514459586224504,1.1376038317008796,249,1769,False,False,False,False
1927,CSS_J162913.1+035003,EW,EW,False,False,0.36944999975906495,1.0213844605093665,6456,5431,False,False,False,False
1928,CSS_J024853.8+200644,EW,EW,False,False,0.3532989253386093,0.9805857276516654,7899,7754,False,False,False,False
1929,CSS_J134754.1+010053,EW,EW,False,False,0.3755080564024813,1.0474333315780782,5758,4169,False,False,False,False
1930,CSS_J220659.8+182726,EW,EW,False,False,0.39543332049612356,1.0389273492570845,3837,4541,False,False,False,False
1931,CSS_J090632.3+112930,EW,RS CVn,True,False,0.4211458775203417,1.1257743005017118,2356,1968,False,False,False,False
1932,CSS_J045312.4-013858,RRc,RRc,False,False,0.3871789068107349,1.0750318504678502,4567,3149,False,False,False,False
1933,CSS_J030235.7+341053,EW,EW,False,False,0.37088988344521956,1.0025500916879173,6316,6606,False,False,False,False
1934,CSS_J221523.4+181242,EA,EA,False,False,0.4214148893170853,1.0151217142351516,2342,5789,False,False,False,False
1935,CSS_J232330.9+391200,EW,EW,False,False,0.36729568478360813,1.0072753736453834,6682,6307,False,False,False,False
1936,CSS_J173924.9+423849,EW,EW,False,False,0.3801645313472424,1.140349773008748,5269,1727,False,False,False,False
1937,CSS_J050519.2+164940,EW,EW,False,False,0.37202898474292345,1.023677453477668,6191,5309,False,False,False,False
1938,CSS_J115610.8-162758,RRc,EW,True,False,0.40554420309856076,1.091901243119363,3124,2682,False,False,False,False
1939,CSS_J112802.2-050144,RS CVn,RS CVn,False,True,0.43293307844384926,1.191853036991386,1922,1122,False,False,False,False
1940,CSS_J153041.5+452103,EW,EW,False,False,0.36091170303904446,1.1750112805694477,7332,1285,False,False,False,False
1941,CSS_J163629.4-050559,EW,EW,False,False,0.37638827745057224,1.0265238153329985,5663,5158,False,False,False,False
1942,CSS_J203040.7-085221,EW,EW,False,False,0.45759278670126907,1.0432428248185905,1265,4355,False,False,False,False
1943,CSS_J160952.9-083852,RRd,RRc,True,True,0.4283645758338353,1.047008051725122,2060,4191,False,False,False,False
1944,CSS_J202239.8-120607,RRab,RRab,False,False,0.4453964048305643,1.0220649743134007,1539,5390,False,False,False,False
1945,CSS_J205253.5-182248,RRab,RRab,False,False,0.5224505230017904,1.087829352537652,387,2782,False,False,False,False
1946,CSS_J081419.5+175420,EW,EW,False,False,0.3795619957274296,1.0079045262959725,5338,6262,False,False,False,False
1947,CSS_J103505.2-182932,EW,EW,False,False,0.389060580511171,1.0892625434146173,4410,2748,False,False,False,False
1948,CSS_J223130.6+141700,EA,EA,False,False,0.4216665257484717,1.0080532398244038,2328,6251,False,False,False,False
1949,CSS_J220512.2+035915,EW,EW,False,False,0.3638675897877467,1.0090036595689191,7040,6187,False,False,False,False
1950,CSS_J050632.8+064059,EA,EA,False,False,0.4384210308905201,1.0288358557615223,1736,5023,False,False,False,False
1951,CSS_J162340.4+130118,EW,EW,False,False,0.37207399986478584,0.9869841756190969,6186,7487,False,False,False,False
1952,CSS_J112105.9+571927,RRab,RRab,False,False,0.38206235488399065,1.233516036123104,5059,816,False,False,False,False
1953,CSS_J102004.9-110716,EW,EW,False,False,0.44683192053382964,1.1613365601430332,1495,1457,False,False,False,False
1954,CSS_J203953.5-050412,EW,EW,False,False,0.37808015051876837,1.0603602495046682,5466,3642,False,False,False,False
1955,CSS_J221543.1-011053,EA,EA,False,False,0.5399092305050135,1.1100574707932318,305,2270,False,False,False,False
1956,CSS_J012928.5+112057,EA,EA,False,False,0.4793151932590397,1.0058699203289214,841,6397,False,False,False,False
1957,CSS_J051156.6+011756,EW,EW,False,False,0.3570505876347225,1.026839515654291,7661,5139,False,False,False,False
1958,CSS_J082142.1+134332,EW,EW,False,False,0.4039732254288535,1.0101176276633084,3235,6110,False,False,False,False
1959,CSS_J150015.0+245335,EW,EW,False,False,0.3717753845030697,1.001115763636239,6221,6693,False,False,False,False
1960,CSS_J144800.4+525419,RRd,RRc,True,True,0.38227553841385664,1.0121042985789188,5035,5980,False,False,False,False
1961,CSS_J203726.4-120339,EW,EW,False,False,0.41174599325210154,1.1738886846561778,2810,1298,False,False,False,False
1962,CSS_J051750.0+213843,EW,EW,False,False,0.3516373256680283,1.0193025944342495,7967,5540,False,False,False,False
