fila_test,id_objeto,clase,prediccion_rf,mal_clasificado_rf,es_clase_dificil,score_if_percentil_clase,score_lof_percentil_clase,n_train_clase,clase_con_base_suficiente,candidato_fuerte_por_clase,candidato_interesante_por_clase
1573,CSS_J124742.0+104506,EA,EA,False,False,77.14987714987716,28.746928746928745,2597,True,False,False
1574,CSS_J163801.8+004507,EW,EW,False,False,75.30476542297747,36.71961581086073,16852,True,False,False
1575,CSS_J133855.8+184241,LPV,LPV,False,False,12.643678160919542,2.2988505747126435,281,True,False,False
1576,CSS_J223711.7+204046,EW,EW,False,False,34.152198005171776,19.81898780938308,16852,True,False,False
1577,CSS_J215311.4-135000,EW,EW,False,False,51.08976727004063,52.78906538603621,16852,True,False,False
1578,CSS_J175444.3+522414,RRab,RRab,False,False,9.137055837563452,15.48223350253807,1249,True,False,False
1579,CSS_J051729.1+002914,EW,EW,False,False,77.13335796084226,86.03620243812338,16852,True,False,False
1580,CSS_J002150.7+135506,EW,EW,False,False,50.775766531215375,67.91651274473587,16852,True,False,False
1581,CSS_J171855.1+313039,EW,EW,False,False,86.33173254525305,41.318803103066124,16852,True,False,False
1582,CSS_J220300.4+113912,EW,EW,False,False,15.903213889915035,88.4189139268563,16852,True,False,False
1583,CSS_J015651.9+303506,EA,EA,False,False,19.533169533169534,27.27272727272727,2597,True,False,False
1584,CSS_J171201.6+560909,EW,EW,False,False,5.966014037680089,6.834133727373476,16852,True,False,False
1585,CSS_J220540.4+242822,RRab,EW,True,False,75.63451776649747,32.99492385786802,1249,True,False,False
1586,CSS_J131944.6+181826,RRc,RRc,False,False,13.49036402569593,14.989293361884368,2917,True,False,False
1587,CSS_J173814.0+474230,EW,EW,False,False,88.21573697820465,94.71739933505727,16852,True,False,False
1588,CSS_J225725.0+213727,RS CVn,RS CVn,False,True,56.25,27.941176470588236,846,True,False,False
1589,CSS_J202014.2-155701,EW,EW,False,False,69.15404506834135,83.93055042482452,16852,True,False,False
1590,CSS_J141638.6+030730,EW,EW,False,False,20.650166235685262,85.50055411895087,16852,True,False,False
1591,CSS_J012252.9+252305,LPV,LPV,False,False,83.9080459770115,70.11494252873564,281,True,False,False
1592,CSS_J081934.6+130433,EW,EW,False,False,50.72035463612855,69.08016254155892,16852,True,False,False
1593,CSS_J090337.4+335504,RS CVn,EW,True,True,92.64705882352942,84.92647058823529,846,True,False,False
1594,CSS_J104455.0+102145,EW,EW,False,False,17.565570742519395,43.03657185075729,16852,True,False,False
1595,CSS_J225245.1+113857,RRd,RRc,True,True,89.41176470588236,84.70588235294117,258,True,False,False
1596,CSS_J033934.0+375658,EW,EW,False,False,42.99963058736609,22.49722940524566,16852,True,False,False
1597,CSS_J154927.9-071610,EW,EW,False,False,13.114148503878834,73.47617288511266,16852,True,False,False
1598,CSS_J085722.5+061150,EW,EW,False,False,71.42593276690063,94.16328038418914,16852,True,False,False
1599,CSS_J093142.7-191300,RRab,RRab,False,False,76.39593908629442,70.05076142131979,1249,True,False,False
1600,CSS_J031224.9+385757,EW,EW,False,False,1.1267085334318434,39.76727004063539,16852,True,False,False
1601,CSS_J214617.0+133924,EA,EW,True,False,69.53316953316954,26.65847665847666,2597,True,False,False
1602,CSS_J012041.7-074954,RRc,RRc,False,False,0.4282655246252677,29.443254817987153,2917,True,False,False
1603,CSS_J103822.3+413051,EA,EA,False,False,64.37346437346437,73.21867321867322,2597,True,False,False
1604,CSS_J231352.4+421315,EW,EW,False,False,9.161433321019578,13.261913557443664,16852,True,False,False
1605,CSS_J074940.0+125849,EW,EW,False,False,10.78684891023273,46.63834503140008,16852,True,False,False
1606,CSS_J125932.7+163801,RRc,RRc,False,False,33.51177730192719,25.69593147751606,2917,True,False,False
1607,CSS_J025326.6+380728,EW,EW,False,False,6.630956778721832,8.441078684891023,16852,True,False,False
1608,CSS_J124300.8+080431,RS CVn,RS CVn,False,True,47.05882352941176,84.19117647058823,846,True,False,False
1609,CSS_J223837.9+321932,EW,EW,False,False,15.82933136313262,3.8603620243812338,16852,True,False,False
1610,CSS_J225857.1+350720,EW,EW,False,False,11.784263021795345,1.9578869597340227,16852,True,False,False
1611,CSS_J225907.0+305452,RRc,EW,True,False,90.68522483940042,15.845824411134904,2917,True,False,False
1612,CSS_J073151.4+240555,EA,EA,False,False,34.76658476658477,26.289926289926292,2597,True,False,False
1613,CSS_J232236.0+273255,EA,EA,False,False,3.43980343980344,1.597051597051597,2597,True,False,False
1614,CSS_J104121.2+290603,EW,EW,False,False,69.4126339120798,78.50018470631696,16852,True,False,False
1615,CSS_J121800.5-015237,EW,EW,False,False,78.53712596970817,77.17029922423347,16852,True,False,False
1616,CSS_J223431.2+055259,EW,EW,False,False,8.367196158108607,48.13446619874399,16852,True,False,False
1617,CSS_J231924.2-165315,EW,EW,False,False,13.372737347617289,57.27742888806797,16852,True,False,False
1618,CSS_J135304.6+380003,EA,EA,False,False,3.194103194103194,15.724815724815725,2597,True,False,False
1619,CSS_J174103.2+315938,EW,EW,False,False,30.21795345400813,27.798300701884003,16852,True,False,False
1620,CSS_J012537.1-044454,RS CVn,LPV,True,True,94.48529411764706,58.82352941176471,846,True,False,False
1621,CSS_J154230.9+545342,EW,EW,False,False,65.42297746582933,31.898780938308093,16852,True,False,False
1622,CSS_J024408.0+000324,EW,EW,False,False,1.736239379386775,5.947543405984485,16852,True,False,False
1623,CSS_J024640.3+240555,EW,RRc,True,False,62.06132249722941,94.77281123014407,16852,True,False,False
1624,CSS_J104819.0+151104,EW,EW,False,False,72.7188769855929,92.05762837089028,16852,True,False,False
1625,CSS_J204908.8-035807,EW,EW,False,False,7.572958995197636,35.740672330993725,16852,True,False,False
1626,CSS_J170646.1-024755,EA,EA,False,False,10.687960687960688,61.42506142506142,2597,True,False,False
1627,CSS_J091354.0+381804,RS CVn,EW,True,True,31.25,43.75,846,True,False,False
1628,CSS_J165541.5+033549,EW,EW,False,False,92.77798300701883,97.70964166974511,16852,True,False,False
1629,CSS_J095743.7-024335,EW,EW,False,False,88.34503140007388,82.06501662356852,16852,True,False,False
1630,CSS_J100622.2-100911,EA,EW,True,False,48.03439803439804,53.93120393120393,2597,True,False,False
1631,CSS_J042127.7+240837,EW,EW,False,False,75.71111932028074,71.14887329146656,16852,True,False,False
1632,CSS_J110656.2-120058,EW,EW,False,False,76.4130033247137,58.05319541928334,16852,True,False,False
1633,CSS_J223114.6+062248,LPV,LPV,False,False,71.26436781609196,40.229885057471265,281,True,False,False
1634,CSS_J074807.2+311221,EW,EW,False,False,27.02253417066864,16.01403768008866,16852,True,False,False
1635,CSS_J174959.3+385237,EW,EW,False,False,81.88031030661249,53.62024381233839,16852,True,False,False
1636,CSS_J071521.6+283011,EW,EW,False,False,44.754340598448465,51.12670853343184,16852,True,False,False
1637,CSS_J010940.2+103110,EW,EW,False,False,9.272257111193202,9.77096416697451,16852,True,False,False
1638,CSS_J042128.1+223611,EW,EW,False,False,22.201699298115997,23.605467306981897,16852,True,False,False
1639,CSS_J083310.3+330729,RS CVn,RS CVn,False,True,47.42647058823529,73.52941176470588,846,True,False,False
1640,CSS_J004430.2-023111,EW,RRc,True,False,60.02955301071297,83.61654968599926,16852,True,False,False
1641,CSS_J012518.0+222348,EW,EW,False,False,75.02770594754341,75.932766900628,16852,True,False,False
1642,CSS_J073002.7+265532,EW,EW,False,False,80.36571850757296,59.789434798670115,16852,True,False,False
1643,CSS_J102038.8+375631,EW,EW,False,False,53.63871444403399,85.24196527521242,16852,True,False,False
1644,CSS_J225055.1-124708,EW,EW,False,False,62.19061691909863,51.34835611377909,16852,True,False,False
1645,CSS_J034148.6+292733,EW,EW,False,False,25.28629479128186,21.55522718876986,16852,True,False,False
1646,CSS_J070848.7+495850,EW,EW,False,False,79.42371629109715,56.353897303287766,16852,True,False,False
1647,CSS_J111227.6-164311,EW,EW,False,False,84.55855190247506,85.79608422608052,16852,True,False,False
1648,CSS_J220335.9+045158,EW,EW,False,False,37.92020687107499,43.53527890653861,16852,True,False,False
1649,CSS_J091321.7+074229,EW,EW,False,False,53.54636128555597,52.031769486516446,16852,True,False,False
1650,CSS_J045903.5+001600,EW,EW,False,False,36.1285555966014,73.49464351680828,16852,True,False,False
1651,CSS_J012037.0+445020,EW,EW,False,False,26.98559290727743,46.12116734392316,16852,True,False,False
1652,CSS_J040700.1+301406,EA,EA,False,False,41.03194103194103,56.51105651105651,2597,True,False,False
1653,CSS_J171350.6+111306,RRab,RRab,False,False,57.10659898477157,82.74111675126903,1249,True,False,False
1654,CSS_J050604.0-132755,EW,EW,False,False,71.81381603250831,95.25304765422977,16852,True,False,False
1655,CSS_J051244.8+101510,EW,EW,False,False,88.17879571481345,46.06575544883635,16852,True,False,False
1656,CSS_J043350.0+021949,EW,EW,False,False,67.30698189878093,88.84373845585519,16852,True,False,False
1657,CSS_J083725.7+491608,RRab,RRab,False,False,83.75634517766497,93.65482233502537,1249,True,False,False
1658,CSS_J233615.0+445117,EW,EW,False,False,17.04839305504248,19.394163280384188,16852,True,False,False
1659,CSS_J110212.0+244412,EW,EW,False,False,30.033247137052086,41.1895086811969,16852,True,False,False
1660,CSS_J025933.1+283959,EA,EW,True,False,99.63144963144963,99.87714987714988,2597,True,True,False
1661,CSS_J041908.6+014810,EW,EW,False,False,12.246028814185445,3.5463612855559665,16852,True,False,False
1662,CSS_J074502.6+253437,EW,EW,False,False,48.24528998891762,62.00591060214259,16852,True,False,False
1663,CSS_J224504.8+260450,RRc,RRc,False,False,74.41113490364025,94.86081370449678,2917,True,False,False
1664,CSS_J084125.6+323430,EA,EA,False,False,69.65601965601965,29.484029484029485,2597,True,False,False
1665,CSS_J031417.8+304535,RS CVn,EW,True,True,23.52941176470588,6.985294117647059,846,True,False,False
1666,CSS_J084410.1+205746,EW,EW,False,False,85.05725895825637,21.869227927595126,16852,True,False,False
1667,CSS_J082219.4+272845,EW,EW,False,False,32.67454746952346,37.75397118581456,16852,True,False,False
1668,CSS_J034420.4+185337,EW,EW,False,False,35.57443664573328,82.47137052087182,16852,True,False,False
1669,CSS_J041901.6+300819,EW,EW,False,False,11.654968599926118,54.80236424085704,16852,True,False,False
1670,CSS_J143454.0+270936,RRc,RRc,False,False,45.71734475374733,24.30406852248394,2917,True,False,False
1671,CSS_J034840.1-042238,EW,EW,False,False,12.984854082009607,17.288511267085337,16852,True,False,False
1672,CSS_J051142.2+125605,EW,RRc,True,False,94.18175101588474,93.92316217214629,16852,True,False,False
1673,CSS_J100344.0+103623,EW,EW,False,False,31.38160325083118,43.47986701145179,16852,True,False,False
1674,CSS_J020038.4+380048,EW,EW,False,False,24.75064647210935,6.446250461765793,16852,True,False,False
1675,CSS_J222309.7+064539,RRc,RRc,False,False,38.436830835117775,15.631691648822269,2917,True,False,False
1676,CSS_J154350.2-051854,EW,EW,False,False,40.35833025489472,70.79793128925009,16852,True,False,False
1677,CSS_J173236.7+200021,EW,EW,False,False,79.1651274473587,52.493535278906535,16852,True,False,False
1678,CSS_J230312.4+225743,EW,EW,False,False,97.50646472109347,99.37199852234947,16852,True,False,False
1679,CSS_J160754.6+145549,EW,EW,False,False,5.485777613594385,3.9711858145548575,16852,True,False,False
1680,CSS_J161750.4+133157,EA,EA,False,False,24.324324324324326,28.869778869778866,2597,True,False,False
1681,CSS_J040716.1-122152,EW,EW,False,False,64.96121167343924,20.077576653121536,16852,True,False,False
1682,CSS_J214012.9+191227,EW,EW,False,False,67.95345400812708,60.140376800886585,16852,True,False,False
1683,CSS_J052049.6+010515,RS CVn,EW,True,True,34.55882352941176,30.14705882352941,846,True,False,False
1684,CSS_J081200.3+130700,EW,EW,False,False,45.80716660509789,27.336534909493903,16852,True,False,False
1685,CSS_J215333.8+121933,RRc,RRc,False,False,78.58672376873662,46.03854389721627,2917,True,False,False
1686,CSS_J103210.9-093922,EW,EW,False,False,7.055781307720724,60.80531954192834,16852,True,False,False
1687,CSS_J152042.4+325905,EW,EW,False,False,94.34798670114517,50.868119689693394,16852,True,False,False
1688,CSS_J233839.5+333448,EW,EW,False,False,35.500554118950866,0.5541189508681197,16852,True,False,False
1689,CSS_J180217.3+371011,RRc,RRc,False,False,53.64025695931478,96.35974304068522,2917,True,False,False
1690,CSS_J104513.3+143933,EW,EW,False,False,0.7018840044329516,1.680827484299963,16852,True,False,False
1691,CSS_J072602.8+584730,RRab,RRab,False,False,95.68527918781726,83.24873096446701,1249,True,False,False
1692,CSS_J022655.5+370054,EW,EW,False,False,36.99667528629479,52.475064647210935,16852,True,False,False
1693,CSS_J223950.2+335434,EW,EW,False,False,58.348725526413006,5.910602142593277,16852,True,False,False
1694,CSS_J205848.3+090836,EW,EW,False,False,96.58293313631326,94.18175101588474,16852,True,False,False
1695,CSS_J024244.9+262244,EW,EW,False,False,82.8961950498707,59.16143332101957,16852,True,False,False
1696,CSS_J173126.0+295049,EW,EW,False,False,71.35205024011822,71.98005171776875,16852,True,False,False
1697,CSS_J223611.2+055722,EW,EW,False,False,92.75951237532324,76.44994458810491,16852,True,False,False
1698,CSS_J104743.6-115422,RRab,EW,True,False,82.48730964467005,86.5482233502538,1249,True,False,False
1699,CSS_J170413.1+514201,EW,EW,False,False,13.077207240487626,10.454377539711858,16852,True,False,False
1700,CSS_J172004.9+074730,EW,EW,False,False,53.43553749538235,75.71111932028074,16852,True,False,False
1701,CSS_J063938.4+543248,EW,EW,False,False,17.06686368673809,35.98079054303657,16852,True,False,False
1702,CSS_J081311.9+195322,EA,EA,False,False,22.972972972972975,39.06633906633907,2597,True,False,False
1703,CSS_J213854.3+181019,EW,EW,False,False,15.441448097524935,24.75064647210935,16852,True,False,False
1704,CSS_J003457.1+292655,EW,EW,False,False,57.850018470631696,52.641300332471374,16852,True,False,False
1705,CSS_J220654.2-010515,RRc,RRc,False,False,88.32976445396146,69.27194860813705,2917,True,False,False
1706,CSS_J134448.1-172627,EW,EW,False,False,40.7462135205024,88.89915035094201,16852,True,False,False
1707,CSS_J020402.9+324933,EW,EW,False,False,61.02696712227558,19.94828223125231,16852,True,False,False
1708,CSS_J045307.7+203403,EW,EW,False,False,17.08533431843369,74.4735869966753,16852,True,False,False
1709,CSS_J014525.5+360334,EW,EW,False,False,73.1621721462874,95.21610639083856,16852,True,False,False
1710,CSS_J134154.4+020005,RRc,RRc,False,False,73.44753747323341,16.488222698072803,2917,True,False,False
1711,CSS_J215805.8-102624,RRc,EW,True,False,79.97858672376874,20.663811563169165,2917,True,False,False
1712,CSS_J075322.1+171734,EW,EW,False,False,14.240857037310676,25.50794237162911,16852,True,False,False
1713,CSS_J045020.1+024205,EW,EW,False,False,88.65903213889915,74.89841152567418,16852,True,False,False
1714,CSS_J163450.6+511703,EW,EW,False,False,49.92611747321759,54.746952345770225,16852,True,False,False
1715,CSS_J074648.3+185653,EW,EW,False,False,67.38086442556336,95.08681196896934,16852,True,False,False
1716,CSS_J032747.2+004415,EW,EW,False,False,3.897303287772442,17.602512005910604,16852,True,False,False
1717,CSS_J084450.3+082804,EA,EA,False,False,81.08108108108108,94.5945945945946,2597,True,False,False
1718,CSS_J144748.6+114510,EW,RRc,True,False,95.71481344661987,94.25563354266716,16852,True,False,False
1719,CSS_J102037.7+063106,LPV,LPV,False,False,82.75862068965517,75.86206896551724,281,True,False,False
1720,CSS_J015129.4+370525,EW,EW,False,False,32.637606206132254,3.8049501292944217,16852,True,False,False
1721,CSS_J122745.9+324945,EA,EA,False,False,27.14987714987715,40.417690417690416,2597,True,False,False
1722,CSS_J155002.4-121402,EW,EW,False,False,51.44070927225711,72.7188769855929,16852,True,False,False
1723,CSS_J113022.5+085443,RRc,RRc,False,False,74.62526766595289,28.15845824411135,2917,True,False,False
1724,CSS_J081013.4-021432,EA,EA,False,False,81.44963144963145,92.75184275184274,2597,True,False,False
1725,CSS_J034511.7+132557,EW,EW,False,False,26.320650166235687,30.144070927225712,16852,True,False,False
1726,CSS_J211519.3+144821,EW,EW,False,False,26.413003324713706,28.315478389360916,16852,True,False,False
1727,CSS_J160659.9+132343,EW,EW,False,False,62.57850018470632,18.119689693387514,16852,True,False,False
1728,CSS_J223019.4+245022,EA,EA,False,False,19.04176904176904,4.791154791154791,2597,True,False,False
1729,CSS_J035121.2+122459,EW,EW,False,False,25.23088289619505,84.7617288511267,16852,True,False,False
1730,CSS_J213132.2+155221,EA,EA,False,False,45.82309582309582,85.87223587223588,2597,True,False,False
1731,CSS_J093151.1+171505,LPV,LPV,False,False,59.77011494252874,56.32183908045977,281,True,False,False
1732,CSS_J035859.1+203822,EW,EW,False,False,31.363132619135577,15.55227188769856,16852,True,False,False
1733,CSS_J080231.4+321623,EW,EW,False,False,38.30809013668268,29.903952715182857,16852,True,False,False
1734,CSS_J082613.8+232505,EA,EA,False,False,3.9312039312039313,10.319410319410318,2597,True,False,False
1735,CSS_J233137.4+380648,EW,EA,True,False,98.09752493535278,84.74325821943111,16852,True,False,False
1736,CSS_J211159.7-060026,EW,EW,False,False,12.892500923531585,84.20760990025859,16852,True,False,False
1737,CSS_J123953.5+583957,RRab,RRab,False,False,44.923857868020306,69.03553299492386,1249,True,False,False
1738,CSS_J120750.2-062321,EW,EW,False,False,57.092722571111935,85.86996675286295,16852,True,False,False
1739,CSS_J105627.6+392320,EW,EW,False,False,9.475434059844847,10.23272995936461,16852,True,False,False
1740,CSS_J080634.2+145706,EW,EW,False,False,60.87920206871075,51.4037680088659,16852,True,False,False
1741,CSS_J025314.3+281121,RRc,RRc,False,False,21.5203426124197,53.104925053533194,2917,True,False,False
1742,CSS_J225858.5+032842,EW,EW,False,False,26.099002585888435,87.0520871813816,16852,True,False,False
1743,CSS_J223002.7+330331,RS CVn,RS CVn,False,True,93.01470588235294,83.45588235294117,846,True,False,False
1744,CSS_J080441.2+212420,EW,EW,False,False,99.61211673439232,98.5962319911341,16852,True,True,True
1745,CSS_J115948.3-062410,EW,EW,False,False,38.99150350942002,81.23383819726635,16852,True,False,False
1746,CSS_J144812.5+003612,RRab,RRab,False,False,9.390862944162437,0.25380710659898476,1249,True,False,False
1747,CSS_J173716.3+341815,EW,RS CVn,True,False,96.19504987070557,97.61728851126709,16852,True,False,False
1748,CSS_J213309.7+213924,RRc,RRc,False,False,51.49892933618844,81.15631691648822,2917,True,False,False
1749,CSS_J091038.0+231053,RRc,EW,True,False,77.30192719486081,84.68950749464668,2917,True,False,False
1750,CSS_J145321.6+533222,RRab,RRab,False,False,2.5380710659898478,2.284263959390863,1249,True,False,False
1751,CSS_J235454.3+413634,EW,EW,False,False,18.913926856298485,7.794606575544884,16852,True,False,False
1752,CSS_J215917.4+195629,EW,EW,False,False,95.03140007388252,46.693756926486884,16852,True,False,False
1753,CSS_J231518.3-081021,EW,EW,False,False,63.040265977096425,51.68082748429996,16852,True,False,False
1754,CSS_J100526.5-192224,RRab,RRab,False,False,70.30456852791879,88.07106598984772,1249,True,False,False
1755,CSS_J223313.8-080341,EW,EW,False,False,53.38012560029553,56.85260435906908,16852,True,False,False
1756,CSS_J102741.4-143635,RRab,RRab,False,False,13.705583756345177,43.14720812182741,1249,True,False,False
1757,CSS_J090452.6+202454,EA,EW,True,False,97.66584766584766,94.47174447174447,2597,True,False,False
1758,CSS_J035507.9+224631,RRab,RRab,False,False,89.34010152284264,85.27918781725889,1249,True,False,False
1759,CSS_J111116.9+332539,RRab,RRab,False,False,54.568527918781726,61.92893401015228,1249,True,False,False
1760,CSS_J041759.7+311518,EW,EW,False,False,81.58478019948282,39.52715182859254,16852,True,False,False
1761,CSS_J082045.1+003521,RRc,RRc,False,False,9.100642398286936,53.426124197002146,2917,True,False,False
1762,CSS_J172316.7+120551,EW,EW,False,False,97.61728851126709,69.76357591429627,16852,True,False,False
1763,CSS_J091526.0+051459,EA,EA,False,False,35.995085995085994,36.73218673218673,2597,True,False,False
1764,CSS_J082826.9+572907,EW,EW,False,False,85.29737717029923,66.36497968230513,16852,True,False,False
1765,CSS_J065224.1+434810,EW,EW,False,False,45.419283339490214,0.09235315847801995,16852,True,False,False
1766,CSS_J180457.9+352656,EW,EW,False,False,67.71333579608422,56.90801625415589,16852,True,False,False
1767,CSS_J043138.0+375916,EW,EW,False,False,3.5463612855559665,39.046915404506834,16852,True,False,False
1768,CSS_J044429.0+322024,EW,EA,True,False,93.29516069449575,50.14776505356483,16852,True,False,False
1769,CSS_J091955.0+445659,EW,EW,False,False,84.52161063908386,41.11562615441448,16852,True,False,False
1770,CSS_J025503.5+225523,EW,EW,False,False,5.448836350203177,7.7576653121536765,16852,True,False,False
1771,CSS_J053925.7+020444,EA,EA,False,False,46.68304668304668,76.16707616707616,2597,True,False,False
1772,CSS_J064109.1+415205,EW,EW,False,False,66.34650905060953,28.555596601403764,16852,True,False,False
1773,CSS_J024236.5+234607,EW,RRc,True,False,67.6209826376062,76.70853343184338,16852,True,False,False
1774,CSS_J002323.7+263115,EW,EW,False,False,99.66752862947914,61.69190986331733,16852,True,False,False
1775,CSS_J055044.3-125631,EW,EW,False,False,44.86516438862209,37.033616549686,16852,True,False,False
1776,CSS_J111145.2-111622,EA,EA,False,False,4.545454545454546,24.201474201474202,2597,True,False,False
1777,CSS_J015748.5+355034,EW,EW,False,False,72.84817140746213,43.73845585519025,16852,True,False,False
1778,CSS_J162903.5+025451,EW,EW,False,False,60.048023642408566,80.88289619504987,16852,True,False,False
1779,CSS_J165738.7+223725,EW,EW,False,False,4.396010343553749,52.807536017731806,16852,True,False,False
1780,CSS_J075157.4+243738,RRab,RRab,False,False,84.77157360406092,97.96954314720813,1249,True,False,False
1781,CSS_J201543.3-095655,EW,EW,False,False,94.66198743997045,99.40893978574067,16852,True,False,False
1782,CSS_J042839.2-033958,EW,EW,False,False,50.73882526782416,29.79312892500924,16852,True,False,False
1783,CSS_J210558.4+085313,EW,EW,False,False,91.22644994458811,81.38160325083118,16852,True,False,False
1784,CSS_J165356.5+061250,EW,EW,False,False,44.18175101588474,83.46878463243443,16852,True,False,False
1785,CSS_J174417.9+321015,EW,EW,False,False,25.80347247875877,15.349094939046914,16852,True,False,False
1786,CSS_J030457.1+164817,EW,EW,False,False,31.732545253047657,10.491318803103065,16852,True,False,False
1787,CSS_J051331.5+002145,EW,EW,False,False,51.58847432582194,20.613224972294052,16852,True,False,False
1788,CSS_J214201.4+203204,EW,EW,False,False,4.082009604728482,1.4037680088659032,16852,True,False,False
1789,CSS_J075953.1+604641,EW,EW,False,False,36.60879202068711,13.797561876616179,16852,True,False,False
1790,CSS_J221308.6+251253,EW,EW,False,False,89.3424455116365,81.91725157000369,16852,True,False,False
1791,CSS_J124115.1-023146,EW,EW,False,False,3.250831178426302,65.82933136313261,16852,True,False,False
1792,CSS_J230628.0+334009,EW,EW,False,False,28.925009235315848,20.668636867380865,16852,True,False,False
1793,CSS_J210806.9+161812,EW,EW,False,False,42.20539342445512,59.23531584780199,16852,True,False,False
1794,CSS_J010646.1-130315,EW,RRc,True,False,77.02253417066864,89.84115256741781,16852,True,False,False
1795,CSS_J154355.7-083036,RRc,RRc,False,False,11.349036402569594,23.66167023554604,2917,True,False,False
1796,CSS_J040605.2+275847,EW,EW,False,False,49.87070557813077,0.9789434798670114,16852,True,False,False
1797,CSS_J221206.4+213719,EA,EA,False,False,94.34889434889435,71.25307125307125,2597,True,False,False
1798,CSS_J173753.4+370212,EW,EW,False,False,45.326930181012195,66.73439231621721,16852,True,False,False
1799,CSS_J010557.5+411554,EW,EW,False,False,30.97524935352789,4.4144809752493535,16852,True,False,False
1800,CSS_J070420.3+492920,EW,EW,False,False,0.6464721093461396,12.246028814185445,16852,True,False,False
1801,CSS_J215054.7-011748,EA,EA,False,False,8.108108108108109,23.587223587223587,2597,True,False,False
1802,CSS_J220300.4-062154,RRab,RRab,False,False,19.035532994923855,7.1065989847715745,1249,True,False,False
1803,CSS_J072854.8+371115,EW,EW,False,False,22.386405615072036,4.4329516069449575,16852,True,False,False
1804,CSS_J172751.9+541518,EW,EW,False,False,57.609900258588844,96.82305134835612,16852,True,False,False
1805,CSS_J070940.9+564348,EW,EW,False,False,83.24713705208718,75.74806058367196,16852,True,False,False
1806,CSS_J220439.8-071133,LPV,LPV,False,False,21.839080459770116,34.48275862068966,281,True,False,False
1807,CSS_J122126.4+092037,EW,EW,False,False,19.117103804950126,53.509420022164754,16852,True,False,False
1808,CSS_J145113.7+345850,RRc,RRc,False,False,57.81584582441114,41.32762312633833,2917,True,False,False
1809,CSS_J160507.1+254500,RRc,RRc,False,False,45.50321199143469,36.83083511777302,2917,True,False,False
1810,CSS_J091220.0+070145,EW,EW,False,False,74.43664573328408,39.98891762098264,16852,True,False,False
1811,CSS_J173443.5+262550,EW,EW,False,False,25.04617657923901,33.819726634650905,16852,True,False,False
1812,CSS_J203006.8-085954,EW,EW,False,False,28.758773550055412,30.845954931658664,16852,True,False,False
1813,CSS_J033819.1+231625,EW,EW,False,False,72.92205393424454,7.739194680458071,16852,True,False,False
1814,CSS_J002816.5+381908,RS CVn,RS CVn,False,True,31.61764705882353,46.69117647058824,846,True,False,False
1815,CSS_J154900.4+021254,EW,EW,False,False,17.54710011082379,45.326930181012195,16852,True,False,False
1816,CSS_J170913.5+374038,EW,EW,False,False,38.91762098263761,97.45105282600665,16852,True,False,False
1817,CSS_J092222.2+194727,RRc,RRc,False,False,70.66381156316916,56.9593147751606,2917,True,False,False
1818,CSS_J083649.5+155600,RRc,EW,True,False,74.7323340471092,70.77087794432548,2917,True,False,False
1819,CSS_J175148.5+263849,LPV,LPV,False,False,36.7816091954023,29.88505747126437,281,True,False,False
1820,CSS_J160712.0-014521,RRab,RRab,False,False,10.65989847715736,26.39593908629442,1249,True,False,False
1821,CSS_J155113.4-181530,RRab,RRab,False,False,33.50253807106599,17.512690355329948,1249,True,False,False
1822,CSS_J045310.7+292354,EW,EW,False,False,15.7369782046546,17.251570003694123,16852,True,False,False
1823,CSS_J154934.0+185228,EW,EW,False,False,91.85445142223864,88.14185445142225,16852,True,False,False
1824,CSS_J165435.7+655131,RRc,RRc,False,False,56.42398286937902,64.66809421841542,2917,True,False,False
1825,CSS_J225324.6-011404,EW,EW,False,False,40.02585888437385,34.52161063908385,16852,True,False,False
1826,CSS_J035506.5+362408,EW,EW,False,False,47.74658293313631,38.82526782415959,16852,True,False,False
1827,CSS_J010847.2-155429,RRc,RRc,False,False,49.03640256959314,55.99571734475375,2917,True,False,False
1828,CSS_J123544.9+244853,RRc,RRc,False,False,38.11563169164882,77.08779443254818,2917,True,False,False
1829,CSS_J045516.9+175506,EA,EA,False,False,82.43243243243244,78.37837837837837,2597,True,False,False
1830,CSS_J221741.4+095025,EW,EW,False,False,79.6268932397488,77.94606575544883,16852,True,False,False
1831,CSS_J025428.8+114527,EW,EW,False,False,66.47580347247876,79.20206871074991,16852,True,False,False
1832,CSS_J214851.2+002427,RS CVn,RS CVn,False,True,59.92647058823529,66.54411764705883,846,True,False,False
1833,CSS_J032222.2+365634,EW,EW,False,False,72.16475803472478,89.8042113040266,16852,True,False,False
1834,CSS_J232750.8+424403,EW,EW,False,False,20.797931289250094,2.1980051717768747,16852,True,False,False
1835,CSS_J045445.7-013331,EA,EA,False,False,92.997542997543,95.57739557739558,2597,True,False,False
1836,CSS_J232939.5-101805,EW,EW,False,False,95.27151828592538,91.41115626154415,16852,True,False,False
1837,CSS_J230312.3+341714,EW,EW,False,False,26.191355744366458,47.63575914296269,16852,True,False,False
1838,CSS_J101436.8-095639,RRc,RRc,False,False,74.83940042826552,93.6830835117773,2917,True,False,False
1839,CSS_J042206.4+080133,EW,EW,False,False,46.54599187292205,59.678611008496496,16852,True,False,False
1840,CSS_J082307.3+224249,EW,EW,False,False,17.49168821573698,20.705578130772075,16852,True,False,False
1841,CSS_J041252.1-182702,EA,EA,False,False,51.35135135135135,27.64127764127764,2597,True,False,False
